feature,importance
num_special_chars,0.2277057063487089
entropy,0.22154960952828576
url_length,0.21608871480243633
num_dots,0.15439754830259875
keyword_verify,0.11905960023515823
keyword_secure,0.034394390193568845
keyword_login,0.026804430589243224
ssl_cn_mismatch,0.0
script_count,0.0
hidden_input_count,0.0
login_form_present,0.0
form_count,0.0
domain_age_days,0.0
ssl_expiry_days,0.0
ssl_self_signed,0.0
ssl_expired,0.0
has_ip,0.0
num_digits,0.0
num_slashes,0.0
external_form_action,0.0
