recall,precision
1.0,0.5
0.9996500437445319,0.501140350877193
0.9996500437445319,0.501184314413545
0.9996500437445319,0.5013602457218078
0.9996500437445319,0.5014922752808989
0.9996500437445319,0.5015363005881837
0.9996500437445319,0.5015803336259878
0.9996500437445319,0.5018446943078004
0.9996500437445319,0.5019769791758193
0.9996500437445319,0.5021976090014064
0.9996500437445319,0.5026394509941932
0.9996500437445319,0.5027721552406935
0.9996500437445319,0.503082071151814
0.9996500437445319,0.5031263760457948
0.9994750656167979,0.503126926803488
0.9994750656167979,0.5033929673041333
0.9994750656167979,0.5036148827367307
0.9994750656167979,0.5038369939137338
0.9994750656167979,0.5039258932509925
0.9994750656167979,0.5044154009184034
0.9994750656167979,0.5045045045045045
0.9994750656167979,0.5045490681035244
0.9994750656167979,0.5046828061494963
0.9994750656167979,0.5047274012547495
0.9994750656167979,0.5048166151126823
0.9994750656167979,0.5052184680700513
0.9994750656167979,0.505307855626327
0.9993000874890638,0.5053087949035568
0.9993000874890638,0.5053535085390674
0.9993000874890638,0.5053982300884956
0.9993000874890638,0.5054429595539428
0.9993000874890638,0.505532442241303
0.9993000874890638,0.5059355067328136
0.9993000874890638,0.5060251639199007
0.9993000874890638,0.5061597092971727
0.9993000874890638,0.506204573657153
0.9993000874890638,0.5062494459711019
0.9993000874890638,0.5063841106579181
0.9993000874890638,0.5064290148089031
0.9993000874890638,0.5064739269244413
0.9993000874890638,0.5065637750576548
0.9993000874890638,0.506653655074521
0.9993000874890638,0.5066986070446278
0.9993000874890638,0.5067435669920142
0.9993000874890638,0.5067885349188038
0.9993000874890638,0.506833510827121
0.9993000874890638,0.5069234865968401
0.9993000874890638,0.5072837093622313
0.9993000874890638,0.5073287732077818
0.9993000874890638,0.5073738450604123
0.9991251093613298,0.5074202434906248
0.9991251093613298,0.507510443516132
0.9991251093613298,0.5075555555555555
0.9991251093613298,0.5076006756156103
0.9991251093613298,0.5076458036984353
0.9991251093613298,0.5077360839409568
0.9991251093613298,0.5077812361049355
0.9991251093613298,0.5078715645290403
0.9991251093613298,0.5079167407934532
0.9991251093613298,0.5079619250956321
0.9991251093613298,0.5080071174377224
0.9991251093613298,0.508187967248131
0.9991251093613298,0.5082331998219849
0.9991251093613298,0.508278440448638
0.9991251093613298,0.5083236891302413
0.9991251093613298,0.508504764449194
0.9991251093613298,0.508550053437834
0.9991251093613298,0.508595350494344
0.9991251093613298,0.5086406556208801
0.9991251093613298,0.5086859688195992
0.9991251093613298,0.5087312900926586
0.9991251093613298,0.5087766194422169
0.9991251093613298,0.5090033874130862
0.9991251093613298,0.5090487652670055
0.9991251093613298,0.5090941512125535
0.9991251093613298,0.5091849473871946
0.9991251093613298,0.5092757759543346
0.9991251093613298,0.5093666369313113
0.9991251093613298,0.5094120795789098
0.9991251093613298,0.5095029892031766
0.9991251093613298,0.5095484561841871
0.9991251093613298,0.5095939312806783
0.9991251093613298,0.5096394144948233
0.9991251093613298,0.5101858470335954
0.9991251093613298,0.5102770330652369
0.9991251093613298,0.5103226383054786
0.9991251093613298,0.5103682516982482
0.9991251093613298,0.5104595029501162
0.9991251093613298,0.5105051408135897
0.9991251093613298,0.5110991765127103
0.9991251093613298,0.511144928833587
0.9991251093613298,0.5111906893464637
0.9991251093613298,0.511236458053541
0.9991251093613298,0.5112822349570201
0.9991251093613298,0.5113280200591027
0.9991251093613298,0.5113738133619917
0.9991251093613298,0.5114196148678908
0.9991251093613298,0.5115570686256943
0.9991251093613298,0.5116487455197133
0.9991251093613298,0.5116945962899901
0.9991251093613298,0.5117404552787238
0.9991251093613298,0.5117863224881241
0.9991251093613298,0.5118321979204016
0.9991251093613298,0.5118780815777678
0.9991251093613298,0.511923973462435
0.9991251093613298,0.5119698735766162
0.9991251093613298,0.5120616985023765
0.9991251093613298,0.5121076233183857
0.9991251093613298,0.5121535563727688
0.9991251093613298,0.5121994976677431
0.9991251093613298,0.5122454472055261
0.9989501312335958,0.5124315591060048
0.9989501312335958,0.5127997844246833
0.9989501312335958,0.5128458498023716
0.9989501312335958,0.512891923457012
0.9989501312335958,0.5129380053908356
0.9989501312335958,0.5129840956060743
0.9989501312335958,0.5130301941049604
0.9989501312335958,0.5130763008897277
0.9989501312335958,0.5131224159626101
0.9989501312335958,0.5131685393258427
0.9989501312335958,0.5132146709816613
0.9989501312335958,0.5132608109323025
0.9989501312335958,0.5133069591800036
0.9989501312335958,0.5133531157270029
0.9989501312335958,0.5133992805755395
0.9989501312335958,0.5134454537278532
0.9989501312335958,0.5134916351861846
0.9989501312335958,0.513537824952775
0.9989501312335958,0.5135840230298668
0.9989501312335958,0.5136302294197032
0.9989501312335958,0.5136764441245276
0.9989501312335958,0.5138613861386139
0.9989501312335958,0.5139076424520659
0.9989501312335958,0.5140464613722312
0.9989501312335958,0.5140927510130572
0.9989501312335958,0.5141390489913544
0.9989501312335958,0.5141853553093758
0.9989501312335958,0.5142316699693749
0.9989501312335958,0.5144170120742476
0.9989501312335958,0.514463368477967
0.9989501312335958,0.5145561063542136
0.9989501312335958,0.5148809523809523
0.9989501312335958,0.5149273924415982
0.9989501312335958,0.5149738408803897
0.9989501312335958,0.5152062088259183
0.9989501312335958,0.5152527075812274
0.9989501312335958,0.5152992147305714
0.9987751531058617,0.515860822413014
0.9987751531058617,0.5159074475777295
0.9987751531058617,0.5159540811714725
0.9987751531058617,0.5160007231965287
0.9987751531058617,0.5160473736551849
0.9987751531058617,0.5160940325497287
0.9987751531058617,0.5162340598715746
0.9987751531058617,0.5162807525325616
0.9987751531058617,0.5163274536408865
0.9987751531058617,0.516374163198842
0.9987751531058617,0.5164208812087216
0.9987751531058617,0.5164676076728194
0.9987751531058617,0.5165143425934304
0.9987751531058617,0.5168885266684777
0.9987751531058617,0.516935337801123
0.9987751531058617,0.5169821574132778
0.9987751531058617,0.5170289855072464
0.9987751531058617,0.5170758220853339
0.9987751531058617,0.517122667149846
0.9987751531058617,0.5171695207030896
0.9987751531058617,0.5172163827473722
0.9987751531058617,0.5172632532850022
0.9987751531058617,0.5173101323182889
0.9987751531058617,0.5173570198495423
0.9987751531058617,0.5174039158810733
0.9987751531058617,0.5174508204151935
0.9987751531058617,0.5174977334542158
0.9987751531058617,0.5175446550004533
0.9987751531058617,0.5175915850562205
0.9987751531058617,0.5176385236238324
0.9986001749781277,0.5176886792452831
0.9986001749781277,0.5177826165850118
0.9986001749781277,0.5178295980401052
0.9986001749781277,0.5187710208162895
0.9986001749781277,0.5188181818181818
0.9986001749781277,0.5188653513955814
0.9986001749781277,0.5189125295508275
0.9986001749781277,0.5189597162862599
0.9986001749781277,0.5190069116042197
0.9986001749781277,0.5190541155070486
0.9986001749781277,0.5191013279970893
0.9986001749781277,0.5191957787481805
0.9986001749781277,0.5192430170139205
0.9986001749781277,0.5192902638762511
0.9986001749781277,0.5193847834000728
0.9986001749781277,0.5195266272189349
0.9986001749781277,0.5195739257101238
0.9986001749781277,0.5197158728713231
0.9986001749781277,0.5201421800947867
0.9986001749781277,0.5201895907392216
0.9986001749781277,0.5202370100273473
0.9986001749781277,0.5202844379615279
0.9986001749781277,0.5203318745441283
0.9986001749781277,0.5203793197775144
0.9986001749781277,0.5204267736640525
0.9986001749781277,0.5204742362061103
0.9984251968503937,0.5209056052583532
0.9984251968503937,0.5209531635168447
0.9984251968503937,0.5210007304601899
0.9984251968503937,0.5210958904109589
0.9984251968503937,0.5211434834231436
0.9984251968503937,0.521191085129704
0.9984251968503937,0.5212386955330227
