fpr,tpr
0.0,0.0
0.0,0.10918635170603674
0.0,0.1095363079615048
0.0,0.11023622047244094
0.0,0.11041119860017498
0.0,0.11093613298337708
0.0,0.11146106736657918
0.0,0.11198600174978128
0.0,0.11251093613298338
0.0,0.11303587051618548
0.0,0.1132108486439195
0.0,0.1137357830271216
0.0,0.11408573928258968
0.0,0.11461067366579178
0.0,0.11496062992125984
0.0,0.11583552055993
0.0,0.16045494313210848
0.0,0.1609798775153106
0.0,0.16115485564304463
0.0,0.16185476815398075
0.0,0.16255468066491688
0.0,0.16290463692038495
0.0,0.16325459317585303
0.0,0.16377952755905512
0.0,0.16482939632545932
0.0,0.16500437445319335
0.0,0.16535433070866143
0.0,0.16605424321959755
0.0,0.16640419947506563
0.0,0.1672790901137358
0.0,0.16780402449693788
0.0,0.16815398075240595
0.0,0.16850393700787403
0.0,0.17025371828521435
0.0,0.1979002624671916
0.0,0.1984251968503937
0.0,0.1989501312335958
0.0,0.20069991251093613
0.0,0.2010498687664042
0.0,0.2015748031496063
0.0,0.2020997375328084
0.0,0.20244969378827646
0.0,0.20279965004374453
0.0,0.20384951881014873
0.0,0.2041994750656168
0.0,0.205249343832021
0.0,0.20594925634295713
0.0,0.20647419072615922
0.0,0.20717410323709537
0.0,0.2094488188976378
0.0,0.23447069116360456
0.0,0.23622047244094488
0.0,0.236920384951881
0.0,0.23709536307961504
0.0,0.23762029746281715
0.0,0.23832020997375328
0.0,0.23867016622922135
0.0,0.24286964129483815
0.0,0.2432195975503062
0.0,0.2437445319335083
0.0,0.2451443569553806
0.0,0.24601924759405075
0.0,0.25984251968503935
0.0,0.26019247594050743
0.0,0.2605424321959755
0.0,0.2610673665791776
0.0,0.26281714785651794
0.0,0.26334208223972005
0.0,0.2668416447944007
0.0,0.2671916010498688
0.0,0.26754155730533685
0.0,0.2678915135608049
0.0,0.268591426071741
0.00017497812773403323,0.268591426071741
0.00017497812773403323,0.2815398075240595
0.00017497812773403323,0.28188976377952757
0.00017497812773403323,0.28258967629046366
0.00017497812773403323,0.28346456692913385
0.00017497812773403323,0.28381452318460193
0.00017497812773403323,0.28468941382327206
0.00017497812773403323,0.28503937007874014
0.00017497812773403323,0.2853893263342082
0.00017497812773403323,0.2857392825896763
0.00017497812773403323,0.28818897637795277
0.00017497812773403323,0.28853893263342084
0.00017497812773403323,0.2890638670166229
0.00017497812773403323,0.2899387576552931
0.00017497812773403323,0.29028871391076116
0.00017497812773403323,0.2908136482939633
0.00017497812773403323,0.2915135608048994
0.00017497812773403323,0.2916885389326334
0.00017497812773403323,0.30288713910761156
0.00017497812773403323,0.30341207349081367
0.00017497812773403323,0.3037620297462817
0.00017497812773403323,0.30393700787401573
0.00017497812773403323,0.3042869641294838
0.00017497812773403323,0.30656167979002624
0.00017497812773403323,0.3069116360454943
0.00017497812773403323,0.30708661417322836
0.00017497812773403323,0.30743657042869643
0.00017497812773403323,0.3090113735783027
0.00017497812773403323,0.3093613298337708
0.00017497812773403323,0.3111111111111111
0.00017497812773403323,0.3198600174978128
0.00017497812773403323,0.3205599300087489
0.00017497812773403323,0.32090988626421696
0.00017497812773403323,0.3242344706911636
0.00017497812773403323,0.32458442694663164
0.00017497812773403323,0.3258092738407699
0.00017497812773403323,0.326159230096238
0.00017497812773403323,0.32755905511811023
0.00017497812773403323,0.3279090113735783
0.00017497812773403323,0.32983377077865267
0.00017497812773403323,0.33823272090988626
0.00017497812773403323,0.3387576552930884
0.00017497812773403323,0.33910761154855645
0.00017497812773403323,0.3413823272090989
0.00017497812773403323,0.34190726159230095
0.00017497812773403323,0.342257217847769
0.00017497812773403323,0.3426071741032371
0.00017497812773403323,0.3455818022747157
0.00017497812773403323,0.3459317585301837
0.00017497812773403323,0.3462817147856518
0.00017497812773403323,0.34663167104111986
0.00017497812773403323,0.34873140857392826
0.00017497812773403323,0.34908136482939633
0.00017497812773403323,0.35555555555555557
0.00017497812773403323,0.35625546806649167
0.00017497812773403323,0.35660542432195974
0.00017497812773403323,0.3599300087489064
0.00017497812773403323,0.36045494313210846
0.00017497812773403323,0.3609798775153106
0.00017497812773403323,0.36132983377077865
0.00017497812773403323,0.3620297462817148
0.00034995625546806647,0.3620297462817148
0.00034995625546806647,0.36465441819772526
0.0005249343832020997,0.36465441819772526
0.0005249343832020997,0.3695538057742782
0.0005249343832020997,0.3700787401574803
0.0005249343832020997,0.3704286964129484
0.0005249343832020997,0.37340332458442693
0.0005249343832020997,0.373753280839895
0.0005249343832020997,0.3774278215223097
0.0005249343832020997,0.37777777777777777
0.0005249343832020997,0.3795275590551181
0.0005249343832020997,0.37987751531058617
0.0005249343832020997,0.38110236220472443
0.0008748906386701663,0.3851268591426072
0.0008748906386701663,0.3860017497812773
0.0008748906386701663,0.3863517060367454
0.0008748906386701663,0.38862642169728784
0.0008748906386701663,0.3889763779527559
0.0008748906386701663,0.389326334208224
0.0008748906386701663,0.38967629046369207
0.0008748906386701663,0.3905511811023622
0.0008748906386701663,0.3909011373578303
0.0008748906386701663,0.3935258092738408
0.0008748906386701663,0.3977252843394576
0.0008748906386701663,0.4
0.0008748906386701663,0.4005249343832021
0.0008748906386701663,0.40087489063867016
0.0008748906386701663,0.40139982502187227
0.0008748906386701663,0.40174978127734035
0.0008748906386701663,0.40542432195975503
0.0008748906386701663,0.4057742782152231
0.0008748906386701663,0.40594925634295714
0.0008748906386701663,0.41084864391951004
0.0008748906386701663,0.4111986001749781
0.0008748906386701663,0.41189851268591426
0.0008748906386701663,0.41434820647419074
0.0010498687664041995,0.41434820647419074
0.0010498687664041995,0.4183727034120735
0.0010498687664041995,0.42239720034995626
0.0010498687664041995,0.4267716535433071
0.0010498687664041995,0.42712160979877517
0.0010498687664041995,0.42764654418197723
0.0010498687664041995,0.431846019247594
0.0010498687664041995,0.4351706036745407
0.0010498687664041995,0.4363954505686789
0.0012248468941382328,0.4363954505686789
0.0012248468941382328,0.4384951881014873
0.0012248468941382328,0.4388451443569554
0.0012248468941382328,0.442344706911636
0.0012248468941382328,0.4444444444444444
0.0012248468941382328,0.44514435695538057
0.0012248468941382328,0.44549431321084865
0.0012248468941382328,0.44601924759405076
0.0012248468941382328,0.44636920384951884
0.0012248468941382328,0.45179352580927384
0.0012248468941382328,0.45389326334208224
0.0012248468941382328,0.4600174978127734
0.0012248468941382328,0.4615923009623797
0.0012248468941382328,0.46771653543307085
0.0012248468941382328,0.4694663167104112
0.0012248468941382328,0.4720909886264217
0.0013998250218722659,0.4720909886264217
0.0013998250218722659,0.47279090113735783
0.0013998250218722659,0.4731408573928259
0.0013998250218722659,0.4743657042869641
0.0013998250218722659,0.4747156605424322
0.0013998250218722659,0.47611548556430444
0.0015748031496062992,0.47611548556430444
0.0015748031496062992,0.4768153980752406
0.0017497812773403325,0.47751531058617674
0.0017497812773403325,0.4797900262467192
0.0019247594050743656,0.4797900262467192
0.0019247594050743656,0.4831146106736658
0.0019247594050743656,0.48416447944007
0.0019247594050743656,0.4864391951006124
0.0019247594050743656,0.4869641294838145
0.0019247594050743656,0.4906386701662292
0.0019247594050743656,0.49186351706036746
0.0019247594050743656,0.4932633420822397
0.0019247594050743656,0.4936132983377078
0.0019247594050743656,0.4978127734033246
0.0019247594050743656,0.49973753280839894
0.0019247594050743656,0.5018372703412074
0.0019247594050743656,0.5021872265966754
0.0019247594050743656,0.50498687664042
0.0019247594050743656,0.505336832895888
0.0019247594050743656,0.5056867891513561
0.0019247594050743656,0.5060367454068242
0.0019247594050743656,0.5062117235345582
0.0019247594050743656,0.5077865266841645
0.0019247594050743656,0.5097112860892389
0.0019247594050743656,0.510061242344707
0.0019247594050743656,0.5126859142607174
0.0019247594050743656,0.5130358705161855
0.0019247594050743656,0.5132108486439195
0.0019247594050743656,0.5151356080489938
0.0019247594050743656,0.521084864391951
0.0019247594050743656,0.5217847769028872
0.0019247594050743656,0.5223097112860893
0.002274715660542432,0.5223097112860893
0.002274715660542432,0.5224846894138233
0.002274715660542432,0.5228346456692914
0.002274715660542432,0.5231846019247594
0.0024496937882764656,0.5233595800524934
0.0024496937882764656,0.5240594925634295
0.0024496937882764656,0.5244094488188976
0.0024496937882764656,0.5280839895013123
0.0026246719160104987,0.5280839895013123
0.0026246719160104987,0.5352580927384077
0.0026246719160104987,0.5366579177602799
0.0026246719160104987,0.5443569553805774
0.0026246719160104987,0.5457567804024497
0.0026246719160104987,0.5461067366579178
0.0027996500437445318,0.5461067366579178
0.0027996500437445318,0.5489063867016623
0.0027996500437445318,0.5492563429571303
0.0027996500437445318,0.5506561679790026
0.0027996500437445318,0.5510061242344707
0.0027996500437445318,0.5515310586176728
0.0027996500437445318,0.552755905511811
0.0027996500437445318,0.553105861767279
0.0027996500437445318,0.5552055993000875
0.0029746281714785653,0.5552055993000875
0.0029746281714785653,0.5559055118110237
0.0029746281714785653,0.5562554680664917
0.0029746281714785653,0.5569553805774278
0.0029746281714785653,0.5573053368328958
0.0029746281714785653,0.557830271216098
0.0029746281714785653,0.5587051618547682
0.0029746281714785653,0.5627296587926509
0.0029746281714785653,0.563079615048119
0.0029746281714785653,0.5650043744531934
0.0031496062992125984,0.5650043744531934
0.0031496062992125984,0.5658792650918635
0.0031496062992125984,0.5662292213473316
0.0031496062992125984,0.5674540682414698
0.0031496062992125984,0.5678040244969379
0.0031496062992125984,0.5690288713910762
0.0033245844269466315,0.5693788276465441
0.0033245844269466315,0.5706036745406824
0.003499562554680665,0.5706036745406824
0.003499562554680665,0.5742782152230971
0.003499562554680665,0.5746281714785652
0.003499562554680665,0.5800524934383202
0.003499562554680665,0.5804024496937883
0.003499562554680665,0.5835520559930009
0.003499562554680665,0.5839020122484689
0.003499562554680665,0.5865266841644794
0.003499562554680665,0.5882764654418198
0.003499562554680665,0.5924759405074366
0.003499562554680665,0.5931758530183727
0.003499562554680665,0.5991251093613298
0.003499562554680665,0.5994750656167979
0.003499562554680665,0.6005249343832021
0.003499562554680665,0.6010498687664042
0.003499562554680665,0.6040244969378827
0.003674540682414698,0.6040244969378827
0.003674540682414698,0.6041994750656168
0.003674540682414698,0.6047244094488189
0.003674540682414698,0.6080489938757655
0.003674540682414698,0.6083989501312336
0.003674540682414698,0.6131233595800525
0.003674540682414698,0.6134733158355206
0.003674540682414698,0.6146981627296588
0.003674540682414698,0.6155730533683289
0.003674540682414698,0.616097987751531
0.003674540682414698,0.6166229221347331
0.003674540682414698,0.6178477690288714
0.003674540682414698,0.6183727034120735
0.003674540682414698,0.6188976377952756
0.003849518810148731,0.6188976377952756
0.003849518810148731,0.6195975503062118
0.004024496937882764,0.6195975503062118
0.004024496937882764,0.620997375328084
0.004024496937882764,0.6216972878390201
0.004024496937882764,0.6251968503937008
0.004024496937882764,0.6255468066491688
0.004024496937882764,0.626421697287839
0.004024496937882764,0.6269466316710411
0.004024496937882764,0.6311461067366579
0.004199475065616798,0.631321084864392
0.004199475065616798,0.631496062992126
0.004199475065616798,0.6318460192475941
0.004199475065616798,0.6391951006124235
0.004199475065616798,0.6397200349956256
0.004199475065616798,0.6400699912510937
0.004199475065616798,0.6437445319335083
0.004199475065616798,0.6440944881889764
0.004199475065616798,0.6454943132108486
0.004374453193350831,0.6454943132108486
0.004374453193350831,0.6460192475940507
0.004374453193350831,0.6465441819772528
0.004374453193350831,0.6496937882764654
0.004549431321084864,0.6496937882764654
0.004549431321084864,0.6507436570428696
0.004549431321084864,0.6510936132983377
0.004549431321084864,0.6558180227471566
0.004899387576552931,0.6558180227471566
0.004899387576552931,0.6561679790026247
0.004899387576552931,0.6568678915135608
0.004899387576552931,0.6572178477690289
0.004899387576552931,0.657917760279965
0.005074365704286964,0.657917760279965
0.005074365704286964,0.6600174978127734
0.005074365704286964,0.6603674540682415
0.005074365704286964,0.6605424321959755
0.005074365704286964,0.6608923884514436
0.005074365704286964,0.6636920384951881
0.005249343832020997,0.6636920384951881
0.005249343832020997,0.6650918635170604
0.005249343832020997,0.6654418197725285
0.005249343832020997,0.6661417322834645
0.005249343832020997,0.6664916885389326
0.005249343832020997,0.6668416447944007
0.005249343832020997,0.6671916010498687
0.005249343832020997,0.6680664916885389
0.005249343832020997,0.668416447944007
0.005249343832020997,0.6706911636045494
0.005249343832020997,0.6710411198600175
0.005249343832020997,0.6717410323709536
0.005249343832020997,0.6720909886264217
0.005249343832020997,0.6741907261592301
0.005424321959755031,0.6741907261592301
